    Nasion	78	-0.246295	12.941513	0
      Left	76	-7.172966	0	0
     Right	82	7.172966	0	0
1	69	-7.364395	2.618291	-0.747963
2	69	-7.502749	2.752493	0.724511
3	69	-7.709531	2.402936	2.644313
4	69	-7.915013	1.212686	4.409445
5	69	-8.111372	-1.536816	3.97542
6	69	-8.113676	-0.342112	5.631608
7	69	-7.884306	1.679195	6.250887
8	69	-7.551494	3.444979	5.040636
9	69	-7.39681	4.039531	3.266106
12	69	-6.823852	5.825628	3.593794
13	69	-6.959556	5.107694	6.074708
14	69	-7.260284	3.168972	7.963038
15	69	-7.410522	0.500569	8.306245
16	69	-7.62169	-1.781752	7.315896
17	69	-7.902443	-3.422521	5.153223
18	69	-7.614154	-4.24786	2.603916
19	69	-7.276546	-3.883738	0.014139
20	69	-6.725923	-5.526133	0.282578
21	69	-6.904953	-5.932332	2.677286
22	69	-7.18999	-5.649417	5.498152
23	69	-7.114439	-4.073329	7.844208
24	69	-6.597927	-2.153431	9.487348
25	69	-6.276242	0.346769	10.042435
26	69	-6.497999	2.658907	9.602547
27	69	-6.412072	4.825016	8.757737
28	69	-6.38141	6.687517	7.022357
29	69	-6.057523	7.66617	4.979307
30	69	-6.280489	7.750854	2.733479
31	69	-4.386703	9.800181	3.158049
32	69	-4.565544	9.704259	5.692568
33	69	-4.641463	8.796194	7.647931
34	69	-4.70338	7.260893	9.533295
35	69	-4.685082	5.245255	10.746213
36	69	-4.529488	2.762285	11.382978
37	69	-4.590446	0.545807	11.771222
38	69	-4.321837	-1.859642	11.676926
39	69	-5.357551	-3.915587	10.295032
40	69	-5.494979	-6.020012	8.5123
41	69	-5.495863	-7.203795	6.277262
42	69	-5.45682	-7.951564	3.794467
43	69	-5.538004	-7.586078	1.011843
44	69	-3.294928	-9.580106	2.930391
45	69	-3.197271	-9.170681	5.554621
46	69	-2.839838	-8.212097	8.011219
47	69	-2.893643	-6.579532	10.044149
48	69	-2.915604	-4.562459	11.681692
49	69	-2.868911	-2.223618	12.644353
50	69	-2.436256	0.20885	12.797432
51	69	-2.455768	2.320423	12.726085
52	69	-2.422217	4.642087	12.291519
53	69	-2.701421	6.739206	11.353925
54	69	-2.680721	8.702293	9.908834
55	69	-2.416814	10.025731	7.908353
56	69	-2.667607	10.821893	5.615009
57	69	-2.433945	10.400054	3.20063
58	69	-0.343754	11.119731	3.768084
59	69	-0.127471	11.142603	5.561255
GND	69	-0.187645	10.524572	7.705448
60	69	0.01237	9.544686	9.847005
61	69	-0.18279	7.889227	11.44261
62	69	-0.129544	5.830476	12.459976
63	69	-0.20017	3.473392	13.380233
Cz	69	-0.350485	1.139827	14.043925
64	69	-0.303998	-1.099485	13.322918
65	69	-0.292376	-3.756634	12.700294
66	69	-0.164166	-5.785469	11.567749
67	69	-0.207278	-7.524617	9.883207
68	69	-0.12645	-8.761568	7.227254
69	69	-0.125847	-9.600077	4.905176
70	69	2.708817	-9.501472	3.146631
71	69	2.473656	-8.999037	5.986959
72	69	2.546579	-7.976426	8.337187
73	69	2.476606	-6.350255	10.331124
74	69	2.423195	-4.456538	11.91481
75	69	2.105641	-2.090236	12.871259
76	69	2.241616	0.246299	13.104874
77	69	2.32288	2.75253	12.880887
78	69	2.255798	5.017593	12.196552
79	69	2.334442	7.130556	11.274025
80	69	2.272614	9.043593	9.750643
81	69	1.899696	10.261827	7.833382
82	69	1.974174	11.033066	5.528133
83	69	1.85092	10.790228	3.480157
86	69	4.12325	9.989937	3.229902
87	69	4.242671	9.888963	5.486897
88	69	4.299925	9.004087	7.670252
89	69	4.571412	7.449797	9.612701
90	69	4.588429	5.601756	10.742752
91	69	4.466934	3.177923	11.617882
92	69	4.312694	0.946605	12.017419
93	69	3.960393	-1.328558	12.108443
94	69	4.952446	-3.558474	10.796571
95	69	5.067248	-5.412392	9.179046
96	69	5.021489	-6.957593	6.975967
97	69	5.023433	-7.821986	4.353518
98	69	5.105272	-7.815334	1.643494
99	69	6.556832	-5.703632	1.281892
100	69	6.759249	-5.716336	3.806656
101	69	6.97417	-5.087771	6.541524
102	69	6.433497	-3.665864	8.588307
103	69	6.292347	-1.763758	9.729291
104	69	6.211451	0.512248	10.229488
105	69	6.23025	3.035023	10.017821
106	69	6.2319	5.155811	8.961571
107	69	6.06679	7.01598	7.050186
108	69	5.878608	7.921608	4.787991
109	69	6.012785	7.886679	2.947867
112	69	6.68982	5.835959	3.91429
113	69	6.920589	5.435672	6.150839
114	69	7.231181	3.551631	7.889454
115	69	7.396729	1.088269	8.471226
116	69	7.485783	-1.446988	7.541919
117	69	7.513756	-3.177281	5.584311
118	69	7.458216	-3.718898	2.986142
119	69	7.1279	-3.814931	0.597355
120	69	7.811851	-0.365669	6.029119
121	69	7.772455	1.658911	6.373394
122	69	7.626613	3.450049	5.388958
123	69	7.4164	3.959147	3.561309
124	69	7.405606	2.640885	-1.10494
125	69	7.510174	2.824617	0.784345
126	69	7.683362	2.65806	2.718407
127	69	7.906151	1.337826	4.508101
128	69	7.795975	-1.592322	4.440222
       VEO	69	-5.184495	8.2862	-0.94869
       HEO	69	-5.166681	8.287588	-0.937761
       EKG	69	-5.147263	8.285692	-0.958944
       EMG	69	-5.173151	8.305222	-0.969929
  Centroid	67	0	0	0
      REF.	88	-0.350485	1.139827	14.043925
