           1       57.577550       57.406990        3.148190
           2       53.081450       69.384800       28.303420
           3       42.483830       77.366640       50.883750
           4       25.548180       77.095110       74.587490
           5       11.017440       61.733860       91.307320
           6    0.000000E+00       42.980260      102.963900
           7      -20.747920       18.833660      109.139200
           8       44.357140       75.895520        4.927496
           9       35.363380       88.020610       30.069100
          10       25.115570       91.721690       53.610980
          11    0.000000E+00       83.686940       75.859030
          12      -11.017440       61.733860       91.307320
          13      -33.293310       39.157340       98.599690
          14       22.739100       92.228070        8.952943
          15       13.039940       97.960880       34.287510
          16    0.000000E+00       95.785090       51.555220
          17    0.000000E+00       83.742110       -9.026075
          18      -13.039940       97.960880       34.287510
          19      -25.115570       91.721690       53.610980
          20      -25.548180       77.095110       74.587490
          21      -47.547060       55.251220       81.884860
          22      -22.739100       92.228070        8.952943
          23      -35.363380       88.020610       30.069100
          24      -42.483830       77.366640       50.883750
          25      -52.927800       67.169450       63.486470
          26      -44.357140       75.895520        4.927496
          27      -53.081450       69.384800       28.303420
          28      -62.676490       59.411880       45.252730
          29      -66.097340       45.528570       67.611450
          30      -58.307230       27.186750       85.461780
          31      -48.784580       13.524150      100.765900
          32      -31.962350       -6.952206      114.590500
          33      -57.577550       57.406990        3.148190
          34      -69.033670       49.572530       23.738420
          35      -73.936000       36.468480       45.713890
          36      -74.920560       20.663780       69.271960
          37      -70.465620        5.353061       87.364700
          38      -53.103620      -17.964540      102.533200
          39      -68.545720       35.041040       -5.630485
          40      -76.987060       24.032150       22.129610
          41      -83.852430        9.196736       46.151730
          42      -82.597780    4.584277E-02       70.344750
          43      -73.350760      -20.492650       89.940770
          44      -68.654980       19.307070      -34.168980
          45      -76.347210        6.006081       -2.020175
          46      -83.181490       -1.957298       25.354840
          47      -84.442540      -11.875430       48.934140
          48      -83.459690      -24.423590       69.810890
          49      -72.535280       -3.359319      -29.618350
          50      -76.880880      -31.459580       28.552340
          51      -76.116420      -40.673130       56.010610
          52      -68.568890      -46.964890       77.600340
          53      -52.283150      -41.706440       99.510450
          54      -28.152850      -35.242550      112.322200
          55    0.000000E+00      -25.480610      118.202900
          56      -66.451620      -45.350330      -24.463160
          57      -72.487140      -50.025930       10.753830
          58      -69.067340      -57.572160       36.058990
          59      -62.382890      -66.117030       58.401330
          60      -50.588490      -67.116350       80.231060
          61      -29.362960      -57.311330      102.500000
          62    0.000000E+00      -50.216880      110.331100
          63      -61.775370      -61.288920      -14.651770
          64      -60.950580      -66.649140       15.417680
          65      -52.176160      -81.715190       37.976330
          66      -41.637230      -84.131330       61.041730
          67      -27.663120      -75.994400       84.351580
          68    0.000000E+00      -67.514010       99.200810
          69      -46.099550      -78.402280       -5.028746
          70      -39.612230      -89.033390       23.174940
          71      -27.457830      -94.651690       42.649730
          72      -12.484650      -91.466780       63.027020
          73    0.000000E+00      -81.942050       80.335930
          74      -22.918500      -92.190750       -2.214263
          75      -11.984230     -100.632300       19.737370
          76    0.000000E+00      -97.897310       43.949960
          77       12.484650      -91.466780       63.027020
          78       27.663120      -75.994400       84.351580
          79       29.362960      -57.311330      102.500000
          80       28.152850      -35.242550      112.322200
          81       31.962350       -6.952206      114.590500
          82    0.000000E+00      -96.194720       -5.428861
          83       11.984230     -100.632300       19.737370
          84       27.457830      -94.651690       42.649730
          85       41.637230      -84.131330       61.041730
          86       50.588490      -67.116350       80.231060
          87       52.283150      -41.706440       99.510450
          88       53.103620      -17.964540      102.533200
          89       22.918500      -92.190750       -2.214263
          90       39.612230      -89.033390       23.174940
          91       52.176160      -81.715190       37.976330
          92       62.382890      -66.117030       58.401330
          93       68.568890      -46.964890       77.600340
          94       73.350760      -20.492650       89.940770
          95       46.099550      -78.402280       -5.028746
          96       60.950580      -66.649140       15.417680
          97       69.067340      -57.572160       36.058990
          98       76.116420      -40.673130       56.010610
          99       83.459690      -24.423590       69.810890
         100       61.775370      -61.288920      -14.651770
         101       72.487140      -50.025930       10.753830
         102       76.880880      -31.459580       28.552340
         103       84.442540      -11.875430       48.934140
         104       82.597780    4.584277E-02       70.344750
         105       70.465620        5.353061       87.364700
         106       48.784580       13.524150      100.765900
         107       20.747920       18.833660      109.139200
         108       66.451620      -45.350330      -24.463160
         109       83.181490       -1.957298       25.354840
         110       83.852430        9.196736       46.151730
         111       74.920560       20.663780       69.271960
         112       58.307230       27.186750       85.461780
         113       33.293310       39.157340       98.599690
         114       72.535280       -3.359319      -29.618350
         115       76.347210        6.006081       -2.020175
         116       76.987060       24.032150       22.129610
         117       73.936000       36.468480       45.713890
         118       66.097340       45.528570       67.611450
         119       47.547060       55.251220       81.884860
         120       68.654980       19.307070      -34.168980
         121       68.545720       35.041040       -5.630485
         122       69.033670       49.572530       23.738420
         123       62.676490       59.411880       45.252730
         124       52.927800       67.169450       63.486470
         125       57.151910       44.615920      -29.139620
         126       30.328840       62.970730      -44.857030
         127      -30.328840       62.970730      -44.857030
         128      -57.151910       44.615920      -29.139620
         129    0.000000E+00        3.886771      119.038300
